hemp	hmp	ሀምፕ
strand	ɡmd	ገመድ
string	ɡmd	ገመድ
rope	ɡmd	ገመድ
mace	ɡmd	ገመድ
speculator	ɡmt	ገማቲ
carcass	ɡmb	ገምቢ
bang	ɡmt	ገምታ
slam	ɡmt	ገምታ
wood	ɡrb	ገረብ
tree	ɡrb	ገረብ
forest	ɡrb	ገረብ
grove	ɡrb	ገረብ
woody	ɡrb	ገረብ
concubine	ɡrd	ገረድ
frank	ɡrh	ገርሂ
angel	ɡrh	ገርሂ
lint	ɡrz	ገርዚ
panel	ɡrz	ገርዚ
portico	ɡbl	ገበላ
lobby	ɡbl	ገበላ
outhouse	ɡbl	ገበላ
vestibule	ɡbl	ገበላ
boa	ɡbl	ገበል
python	ɡbl	ገበል
anachronism	ɡbl	ገበል
shoe	ɡbr	ገበረ
wage	ɡbr	ገበረ
make	ɡbr	ገበረ
act	ɡbr	ገበረ
sheath	ɡbr	ገበር
jacket	ɡbr	ገበር
malpractice	ɡbn	ገበን
crime	ɡbn	ገበን
felony	ɡbn	ገበን
enormity	ɡbn	ገበን
doer	ɡbr	ገባሪ
maker	ɡbr	ገባሪ
check	ɡtʔ	ገታኢ
dam	ɡtʔ	ገትአ
paradise	ɡnt	ገነት
eden	ɡnt	ገነት
shroud	ɡnz	ገነዘ
vat	ɡnʔ	ገንኢ
bang	ɡwt	ገውታ
porridge	ɡʕt	ገዓት
hulk	ɡzf	ገዚፍ
governor	ɡzʔ	ገዛኢ
dowry	ɡzm	ገዝሚ
dot	ɡzm	ገዝሚ
buy	ɡzʔ	ገዝአ
rule	ɡzʔ	ገዝአ
passenger	ɡjʃ	ገያሺ
voyager	ɡjʃ	ገያሺ
cliff	ɡdl	ገደል
dam	ɡdb	ገደበ
limit	ɡdb	ገደብ
compulsion	ɡdd	ገደደ
leave	ɡdf	ገደፈ
veteran	ɡdm	ገዲም
cloister	ɡdm	ገዳም
effort	ɡdl	ገድሊ
epic	ɡdl	ገድሊ
war	ɡdl	ገድሊ
face	ɡtʼm	ገጠመ
fit	ɡtʼm	ገጠመ
countryside	ɡtʼr	ገጠር
country	ɡtʼr	ገጠር
poet	ɡtʼm	ገጣሚ
jar	ɡt͡ʃʼw	ገጨወ
bran	ɡfl	ገፈል
fish	ɡff	ገፈፈ
skim	ɡff	ገፈፈ
dale	ɡfħ	ገፊሕ
aggressor	ɡfʕ	ገፋዒ
atrocity	ɡfʕ	ገፍዐ
gross	ɡlħ	ጉሉሕ
estate	ɡlt	ጉልቲ
fee	ɡlt	ጉልቲ
bandit	ɡħl	ጉሒላ
fraud	ɡħl	ጉሒላ
hippopotamus	ɡmr	ጉማረ
sword	ɡrd	ጉራደ
hilt	ɡrd	ጉራድ
sword	ɡrd	ጉራድ
sword	ɡrd	ጉራዶ
wile	ɡrħ	ጉርሒ
guile	ɡrħ	ጉርሒ
evasion	ɡsj	ጉስያ
stroke	ɡstʼ	ጉስጢ
clout	ɡstʼ	ጉስጢ
clip	ɡstʼ	ጉስጢ
buffet	ɡstʼ	ጉስጢ
sock	ɡstʼ	ጉስጢ
duty	ɡbʔ	ጉቡእ
convocation	ɡbʔ	ጉባኤ
assembly	ɡbʔ	ጉባኤ
congress	ɡbʔ	ጉባኤ
ear	ɡnb	ጉንቦ
log	ɡnd	ጉንዲ
trunk	ɡnd	ጉንዲ
stem	ɡnd	ጉንዲ
owl	ɡnɡʷ	ጉንጓ
cheek	ɡnt͡ʃʼ	ጉንጪ
metal	ɡʕr	ጉዑር
journey	ɡʕz	ጉዕዞ
trip	ɡʕz	ጉዕዞ
passage	ɡʕz	ጉዕዞ
progress	ɡʕz	ጉዕዞ
lack	ɡdl	ጉዳል
shortage	ɡdl	ጉዳል
case	ɡdj	ጉዳይ
business	ɡdj	ጉዳይ
question	ɡdj	ጉዳይ
affair	ɡdj	ጉዳይ
item	ɡdj	ጉዳይ
batch	ɡd͡ʒl	ጉጅለ
cluster	ɡd͡ʒl	ጉጅለ
kind	ɡd͡ʒl	ጉጅለ
crew	ɡd͡ʒl	ጉጅለ
crop	ɡd͡ʒl	ጉጅለ
corps	ɡd͡ʒl	ጉጅለ
coterie	ɡd͡ʒl	ጉጅለ
college	ɡd͡ʒl	ጉጅለ
group	ɡd͡ʒl	ጉጅለ
phalanx	ɡd͡ʒl	ጉጅለ
troupe	ɡd͡ʒl	ጉጅለ
school	ɡd͡ʒl	ጉጅለ
gang	ɡd͡ʒl	ጉጅለ
crowd	ɡd͡ʒl	ጉጅለ
pincers	ɡtʼt	ጉጤት
slave	ɡlj	ጊልያ
thrall	ɡlj	ጊልያ
guitar	ɡtr	ጊታር
freak	ɡntʼ	ጊንጢ
pit	ɡhs	ጋህሲ
frank	ɡhd	ጋህዲ
peck	ɡln	ጋሎን
gallon	ɡln	ጋሎን
shutter	ɡrd	ጋራዲ
garage	ɡrd͡ʒ	ጋራጅ
cab	ɡbn	ጋቢ'ና
cab	ɡbn	ጋቢና
cabin	ɡbn	ጋቢና
basin	ɡbl	ጋብላ
tub	ɡbl	ጋብላ
kennel	ɡbj	ጋብያ
coop	ɡbj	ጋብያ
cage	ɡbj	ጋብያ
goblin	ɡnn	ጋኔን
spirit	ɡnn	ጋኔን
team	ɡnt	ጋንታ
squad	ɡnt	ጋንታ
troupe	ɡnt	ጋንታ
discovery	ɡnt	ጋንታ
platoon	ɡnt	ጋንታ
gang	ɡnt	ጋንታ
thatch	ɡʕs	ጋዕሲ
relocation	ɡʕz	ጋዕዚ
paper	ɡztʼ	ጋዜጣ
newspaper	ɡztʼ	ጋዜጣ
journal	ɡztʼ	ጋዜጣ
mouthpiece	ɡztʼ	ጋዜጣ
beau	ɡt͡sʼɲ	ጌጸኛ
frank	ɡhd	ግሁድ
isolation	ɡll	ግለላ
island	ɡll	ግሉል
secret	ɡll	ግሉል
recluse	ɡll	ግሉል
outsider	ɡll	ግሉል
patent	ɡlt͡sʼ	ግሉጽ
individual	ɡlw	ግላዊ
block	ɡlʕ	ግላዕ
chunk	ɡlz	ግላዝ
blade	ɡlz	ግላዝ
stampede	ɡlb	ግልባ
plain	ɡlt͡sʼ	ግልጺ
globe	ɡlb	ግሎብ
sphere	ɡlb	ግሎብ
chunk	ɡmd	ግማ'ድ
section	ɡmʕ	ግማዕ
chunk	ɡmd	ግማድ
tower	ɡmb	ግምቢ
castle	ɡmb	ግምቢ
hypothesis	ɡmt	ግምት
assumption	ɡmt	ግምት
opinion	ɡmt	ግምት
guess	ɡmt	ግምት
estimation	ɡmt	ግምት
treasury	ɡmd͡ʒ	ግምጃ
chest	ɡmd͡ʒ	ግምጃ
treasure	ɡmd͡ʒ	ግምጃ
marvel	ɡrm	ግሩ'ም
wonder	ɡrm	ግራ'መ
gram	ɡrm	ግራም
grease	ɡrs	ግራሶ
field	ɡrt	ግራት
grey	ɡrt͡ʃʼ	ግራጫ
tang	ɡrt͡ʃʼ	ግራጭ
graph	ɡrf	ግራፍ
grace	ɡrm	ግርማ
trappings	ɡrm	ግርማ
fair	ɡrm	ግርም
grand	ɡrm	ግርም
good	ɡrm	ግርም
panther	ɡsl	ግስላ
confiscation	ɡbt	ግበ'ታ
conscription	ɡbt	ግበ'ታ
duty	ɡbʔ	ግቡእ
quota	ɡbʔ	ግቡእ
rebate	ɡbr	ግብሪ
toll	ɡbr	ግብሪ
tax	ɡbr	ግብሪ
practice	ɡbr	ግብሪ
tribute	ɡbr	ግብሪ
taxation	ɡbr	ግብሪ
reception	ɡbd͡ʒ	ግብጃ
entertainment	ɡbd͡ʒ	ግብጃ
monster	ɡnj	ግናይ
rook	ɡnb	ግንቢ
melee	ɡʕr	ግዒሮ
slave	ɡzʔ	ግዙእ
tributary	ɡzʔ	ግዙእ
thrall	ɡzʔ	ግዙእ
titanic	ɡzf	ግዙፍ
macro	ɡzf	ግዙፍ
stuff	ɡzʕ	ግዛዕ
thing	ɡzʕ	ግዛዕ
anathema	ɡzt	ግዝት
moth	ɡzw	ግዝዋ
size	ɡzf	ግዝፊ
magnitude	ɡzf	ግዝፊ
immensity	ɡzf	ግዝፊ
bulk	ɡzf	ግዝፊ
coterie	ɡds	ግዱስ
outdoors	ɡdm	ግዳም
outside	ɡdm	ግዳም
victim	ɡdj	ግዳይ
target	ɡdj	ግዳይ
compulsion	ɡdd	ግዳደ
coercion	ɡdd	ግዳደ
constraint	ɡdd	ግዳደ
obligation	ɡdt	ግዴታ
liability	ɡdt	ግዴታ
problem	ɡdl	ግድል
proposition	ɡdl	ግድል
puzzle	ɡdl	ግድል
barrage	ɡdb	ግድብ
dam	ɡdb	ግድብ
wrong	ɡɡj	ግጉይ
fit	ɡtʼm	ግጡም
bout	ɡtʼm	ግጥ'ም
verse	ɡtʼm	ግጥሚ
poem	ɡtʼm	ግጥሚ
poetry	ɡtʼm	ግጥሚ
game	ɡtʼm	ግጥም
combat	ɡtʼm	ግጥም
meeting	ɡtʼm	ግጥም
competition	ɡtʼm	ግጥም
conflict	ɡt͡ʃʼt	ግጭት
discrepancy	ɡt͡ʃʼt	ግጭት
percussion	ɡt͡ʃʼt	ግጭት
impact	ɡt͡ʃʼt	ግጭት
scum	ɡff	ግፋፍ
width	ɡfħ	ግፍሒ
amplitude	ɡfħ	ግፍሒ
atrocity	ɡfʕ	ግፍዒ
aggression	ɡfʕ	ግፍዒ
golf	ɡlf	ጎልፍ
sweater	ɡlf	ጎልፍ
sweater	ɡlf	ጎልፎ
jersey	ɡlf	ጎልፎ
refuse	ɡħf	ጎሓፍ
waste	ɡħf	ጎሓፍ
tee	ɡmm	ጎመመ
gorilla	ɡrl	ጎሪላ
adolescent	ɡrz	ጎርዞ
throat	ɡrr	ጎሮሮ
trail	ɡss	ጎሰሰ
tug	ɡss	ጎሰሰ
warp	ɡbtʼ	ጎበ'ጠ
hypocrite	ɡbz	ጎበዝ
swain	ɡbz	ጎበዝ
annex	ɡbtʼ	ጎበጠ
buffalo	ɡbj	ጎባይ
tortoise	ɡbj	ጎብየ
cage	ɡbj	ጎብያ
tow	ɡtt	ጎተተ
trail	ɡtt	ጎተተ
hale	ɡtt	ጎተተ
laggard	ɡtt	ጎታት
shove	ɡnt͡sʼ	ጎነጸ
aggression	ɡnt͡sʼ	ጎነጸ
violence	ɡnt͡sʼ	ጎነጽ
disease	ɡnf	ጎነፈ
shock	ɡnt͡sʼ	ጎንጺ
shove	ɡnt͡sʼ	ጎንጺ
booty	ɡzj	ጎዘየ
bill	ɡzm	ጎዞሞ
runner	ɡjj	ጎያዩ
lord	ɡjt	ጎይታ
outskirts	ɡdb	ጎደቦ
suburbs	ɡdb	ጎደቦ
street	ɡdn	ጎደና
width	ɡdn	ጎድኒ
hurt	ɡdʔ	ጎድአ
abuse	ɡdʔ	ጎድአ
damage	ɡdʔ	ጎድአ
glow	ɡʷhr	ጐሃረ
harry	ɡʷħl	ጐሓለ
discard	ɡʷħf	ጐሓፈ
dump	ɡʷħf	ጐሓፈ
dust	ɡʷħf	ጐሓፍ
garbage	ɡʷħf	ጐሓፍ
scum	ɡʷħf	ጐሓፍ
junk	ɡʷħf	ጐሓፍ
punk	ɡʷħf	ጐሓፍ
trash	ɡʷħf	ጐሓፍ
hack	ɡʷmd	ጐመደ
throat	ɡʷrr	ጐረሮ
snake	ɡʷrħ	ጐራሕ
maiden	ɡʷrz	ጐርዞ
lug	ɡʷss	ጐሰሰ
swoop	ɡʷbtʼ	ጐበጠ
annexation	ɡʷbtʼ	ጐበጣ
draw	ɡʷtt	ጐተተ
pull	ɡʷtt	ጐተተ
push	ɡʷnt͡sʼ	ጐነጸ
encounter	ɡʷnf	ጐነፈ
run	ɡʷjj	ጐየየ
chase	ɡʷjj	ጐየየ
runner	ɡʷjj	ጐያዪ
boss	ɡʷjt	ጐይታ
don	ɡʷjt	ጐይታ
allowance	ɡʷdl	ጐደል
short	ɡʷdl	ጐደሎ
grasshopper	ɡʷdb	ጐደበ
road	ɡʷdn	ጐደና
avenue	ɡʷdn	ጐደና
thoroughfare	ɡʷdn	ጐደና
route	ɡʷdn	ጐደና
street	ɡʷdn	ጐደና
boulevard	ɡʷdn	ጐደና
ill	ɡʷdʔ	ጐዳኢ
side	ɡʷdn	ጐድኒ
pestle	ɡʷdʔ	ጐድአ
bite	ɡʷdʔ	ጐድአ
harm	ɡʷdʔ	ጐድአ
damage	ɡʷdʔ	ጐድአ
divide	ɡʷd͡ʒl	ጐጀለ
sort	ɡʷd͡ʒl	ጐጀለ
nudge	ɡʷtʼj	ጐጠየ
poke	ɡʷtʼj	ጐጠየ
jolt	ɡʷt͡sʼt	ጐጽታ
cinder	ɡʷhr	ጓህሪ
club	ɡʷmd	ጓመድ
shepherd	ɡʷsj	ጓሰየ
vacuum	ɡʷnɡʷ	ጓንጓ
hollow	ɡʷnɡʷ	ጓንጓ
party	ɡʷjl	ጓይላ
thief	ɡʷħl	ጕሒላ
honeycomb	ɡʷrɲ	ጕረኛ
fail	tʼlm	ጠለመ
desert	tʼlm	ጠለመ
sink	tʼlqʰ	ጠለቐ
claim	tʼlb	ጠለበ
demand	tʼlb	ጠለበ
requirement	tʼlb	ጠለብ
knit	tʼlf	ጠለፈ
rat	tʼlm	ጠላም
gamble	tʼlʕ	ጠላዕ
sink	tʼħl	ጠሓለ
founder	tʼħl	ጠሓለ
pierce	tʼħs	ጠሓሰ
storm	tʼħs	ጠሓሰ
miller	tʼħn	ጠሓኒ
bind	tʼmr	ጠመረ
strap	tʼmr	ጠመረ
pin	tʼmr	ጠመረ
tie	tʼmr	ጠመረ
glance	tʼmt	ጠመተ
face	tʼmt	ጠመተ
hunger	tʼmj	ጠመየ
pickle	tʼrʃ	ጠረሸ
transport	tʼrz	ጠረዘ
cashier	tʼrz	ጠረዘ
frontier	tʼrf	ጠረፍ
extreme	tʼrf	ጠረፍ
petition	tʼrʕ	ጠርዐ
report	tʼrʕ	ጠርዐ
butter	tʼsm	ጠሰመ
cream	tʼsm	ጠስሚ
butter	tʼsm	ጠስሚ
thyme	tʼsn	ጠስነ
placard	tʼqʕ	ጠቀዐ
coon	tʼqr	ጠቃር
advantage	tʼqʰm	ጠቐመ
benefit	tʼqʰm	ጠቐመ
mention	tʼqʰs	ጠቐሰ
paste	tʼqʰʕ	ጠቐዐ
lizard	tʼbqʰ	ጠበ'ቕ
cajole	tʼbr	ጠበረ
grill	tʼbs	ጠበሰ
fry	tʼbs	ጠበሰ
fuse	tʼbqʰ	ጠበቐ
prophet	tʼbqʰ	ጠበቓ
advocate	tʼbqʰ	ጠበቓ
lawyer	tʼbqʰ	ጠበቓ
counsel	tʼbqʰ	ጠበቓ
attorney	tʼbqʰ	ጠበቓ
solicitor	tʼbqʰ	ጠበቓ
lizard	tʼbqʰ	ጠበቕ
artisan	tʼbb	ጠቢብ
artist	tʼbb	ጠቢብ
smith	tʼbb	ጠቢብ
adhesive	tʼbqʰ	ጠባቒ
sticker	tʼbqʰ	ጠባቒ
sucker	tʼbw	ጠባዊ
conduct	tʼbj	ጠባይ
feature	tʼbj	ጠባይ
nature	tʼbj	ጠባይ
behaviour	tʼbj	ጠባይ
element	tʼbj	ጠባይ
kidney	tʼbj	ጠባይ
disposition	tʼbj	ጠባይ
quality	tʼbj	ጠባይ
attitude	tʼbj	ጠባይ
property	tʼbj	ጠባይ
subject	tʼnq	ጠንቂ
cause	tʼnq	ጠንቂ
seed	tʼnq	ጠንቂ
touch	tʼwqʰ	ጠወቐ
push	tʼwqʰ	ጠወቐ
twist	tʼwj	ጠወየ
twine	tʼwj	ጠወየ
flex	tʼwj	ጠወየ
screw	tʼwj	ጠወየ
bias	tʼwj	ጠወየ
curve	tʼwj	ጠወየ
questioner	tʼjqʰ	ጠያቒ
applicant	tʼjqʰ	ጠያቒ
brew	tʼd͡ʒʔ	ጠጅአ
stew	tʼtʼqʰ	ጠጠቐ
sphere	tʼfr	ጠፈር
atmosphere	tʼfr	ጠፈር
space	tʼfr	ጠፈር
twang	tʼnt	ጢንታ
card game	tʼlʕ	ጣላዕ
intervention	tʼlq	ጣልቃ
mosquito	tʼntʼ	ጣንጡ
fetish	tʼʔt	ጣኦት
idol	tʼʔt	ጣኦት
board	tʼwl	ጣውላ
table	tʼwl	ጣውላ
peacock	tʼws	ጣውስ
taste	tʼʕm	ጣዐሚ
luxury	tʼʕm	ጣዐሚ
taste	tʼʕm	ጣዕሚ
luxury	tʼʕm	ጣዕሚ
compunction	tʼʕs	ጣዕሳ
contrition	tʼʕs	ጣዕሳ
mode	tʼrr	ጤረር
ridge	tʼrr	ጤረር
top	tʼrr	ጤረር
acme	tʼrf	ጤረፍ
rage	tʼlb	ጥሉብ
sop	tʼlqʰ	ጥላ'ቕ
motif	tʼlf	ጥልፊ
bale	tʼmr	ጥማር
bunch	tʼmr	ጥማር
bundle	tʼmr	ጥማር
rope	tʼmr	ጥማር
cog	tʼmt	ጥማተ
sop	tʼmʕ	ጥማዕ
hunger	tʼmt	ጥሜት
batch	tʼmr	ጥምሮ
sheaf	tʼmr	ጥምሮ
bunch	tʼmr	ጥምሮ
package	tʼmr	ጥምሮ
packet	tʼmr	ጥምሮ
extreme	tʼrf	ጥሩፍ
possession	tʼrt	ጥሪት
estate	tʼrt	ጥሪት
livestock	tʼrt	ጥሪት
wealth	tʼrt	ጥሪት
pad	tʼrz	ጥራዝ
notebook	tʼrz	ጥራዝ
vacuum	tʼrj	ጥራዩ
blank	tʼrj	ጥራዩ
void	tʼrħ	ጥርሑ
blank	tʼrħ	ጥርሑ
pickle	tʼrʃ	ጥርሺ
bit	tʼrq	ጥርቂ
ridge	tʼrz	ጥርዚ
culmination	tʼrz	ጥርዚ
apex	tʼrz	ጥርዚ
retreat	tʼrt	ጥሮታ
retirement	tʼrt	ጥሮታ
imputation	tʼqn	ጥቀና
recipient	tʼqʰm	ጥቕሚ
vantage	tʼqʰm	ጥቕሚ
overlap	tʼqʰm	ጥቕሚ
worth	tʼqʰm	ጥቕሚ
utility	tʼqʰm	ጥቕሚ
welfare	tʼqʰm	ጥቕሚ
benefit	tʼqʰm	ጥቕሚ
citation	tʼqʰs	ጥቕሲ
tag	tʼqʰs	ጥቕሲ
logo	tʼqʰs	ጥቕሲ
wizard	tʼbb	ጥበቡ
craft	tʼbb	ጥበብ
art	tʼbb	ጥበብ
technique	tʼbb	ጥበብ
wisdom	tʼbb	ጥበብ
skill	tʼbb	ጥበብ
artifice	tʼbb	ጥበብ
knack	tʼbb	ጥበብ
shirt	tʼbq	ጥቢቆ
incision	tʼbħ	ጥባሕ
fixture	tʼbqʰ	ጥባቕ
grill	tʼbs	ጥብሲ
appendix	tʼbq	ጥብቆ
adjunct	tʼbq	ጥብቆ
pregnancy	tʼns	ጥንሲ
swirl	tʼwj	ጥዋይ
candle	tʼwf	ጥዋፍ
taper	tʼwf	ጥዋፍ
curve	tʼwj	ጥውዮ
loop	tʼwj	ጥውዮ
nice	tʼʕm	ጥዑም
primer	tʼʕm	ጥዑም
whole	tʼʕj	ጥዑይ
health	tʼʕn	ጥዕና
ping	tʼzt	ጥዝታ
query	tʼjqʰ	ጥያቐ
inquest	tʼjqʰ	ጥያቐ
inquiry	tʼjqʰ	ጥያቔ
bullet	tʼjt	ጥይት
slur	tʼtʼħ	ጥጣሐ
comfort	tʼtʼħ	ጥጣሐ
failure	tʼfʃ	ጥፈሻ
bankruptcy	tʼfʃ	ጥፈሻ
scoop	t͡ʃʼlf	ጨለፈ
ladle	t͡ʃʼlf	ጨለፈ
snap	t͡ʃʼmt	ጨመተ
marksman	t͡ʃʼmt	ጨማቲ
nibble	t͡ʃʼrm	ጨረመ
banter	t͡ʃʼrqʰ	ጨረቐ
rally	t͡ʃʼrqʰ	ጨረቐ
auction	t͡ʃʼrt	ጨረታ
jester	t͡ʃʼrqʰ	ጨራቒ
auctioneer	t͡ʃʼrt	ጨራቲ
holler	t͡ʃʼrħ	ጨርሐ
barrow	t͡ʃʼrħ	ጨርሒ
cloth	t͡ʃʼrq	ጨርቂ
oppressor	t͡ʃʼqʷn	ጨቋኒ
grip	t͡ʃʼbtʼ	ጨበጠ
gulp	t͡ʃʼbtʼ	ጨበጠ
stink	t͡ʃʼnw	ጨነወ
savage	t͡ʃʼkn	ጨካን
oppressor	t͡ʃʼkn	ጨካን
beast	t͡ʃʼkn	ጨካን
kidnap	t͡ʃʼwj	ጨወየ
lisp	t͡ʃʼjf	ጨየፈ
snarl	t͡ʃʼdr	ጨደረ
thunder	t͡ʃʼdr	ጨደረ
bellow	t͡ʃʼdr	ጨደረ
blare	t͡ʃʼdr	ጨደረ
hoop	t͡ʃʼdr	ጨደረ
storm	t͡ʃʼdr	ጨደረ
split	t͡ʃʼdd	ጨደደ
lance	t͡ʃʼdd	ጨደደ
crevice	t͡ʃʼdd	ጨዳድ
crack	t͡ʃʼdd	ጨዳድ
crevasse	t͡ʃʼdd	ጨዳድ
hair	t͡ʃʼɡr	ጨጉሪ
stomach	t͡ʃʼɡr	ጨጎራ
maw	t͡ʃʼɡʷr	ጨጐራ
pod	t͡ʃʼt͡ʃʼf	ጨጨፈ
bog	t͡ʃʼfq	ጨፈቃ
slush	t͡ʃʼfq	ጨፈቃ
morass	t͡ʃʼfq	ጨፈቃ
scion	t͡ʃʼld	ጫለዳ
leader	t͡ʃʼld	ጫለዳ
offshoot	t͡ʃʼld	ጫለዳ
offshoot	t͡ʃʼld	ጫሌዳ
chick	t͡ʃʼqʰʷt	ጫቚት
hale	t͡ʃʼtʼl	ጫጠለ
piece	t͡ʃʼlf	ጭላፍ
scoop	t͡ʃʼlf	ጭልፋ
tablespoon	t͡ʃʼlf	ጭልፋ
ladle	t͡ʃʼlf	ጭልፋ
crucible	t͡ʃʼlf	ጭልፎ
beard	t͡ʃʼħm	ጭሕሚ
bowl	t͡ʃʼħl	ጭሖሎ
basin	t͡ʃʼħl	ጭሖሎ
pike	t͡ʃʼmr	ጭማራ
harpoon	t͡ʃʼmr	ጭማራ
watchword	t͡ʃʼrħ	ጭረሖ
apostrophe	t͡ʃʼrt	ጭረት
segment	t͡ʃʼrm	ጭራም
piece	t͡ʃʼrm	ጭራም
shred	t͡ʃʼrm	ጭራም
chip	t͡ʃʼrm	ጭራም
ogre	t͡ʃʼrq	ጭራቅ
slogan	t͡ʃʼrħ	ጭርሖ
device	t͡ʃʼrħ	ጭርሖ
watchword	t͡ʃʼrħ	ጭርሖ
aperture	t͡ʃʼrt	ጭርታ
concrete	t͡ʃʼbtʼ	ጭቡጥ
grip	t͡ʃʼbtʼ	ጭባጠ
contraction	t͡ʃʼbtʼ	ጭባጠ
testimonial	t͡ʃʼbtʼ	ጭብጢ
actuality	t͡ʃʼbtʼ	ጭብጢ
fact	t͡ʃʼbtʼ	ጭብጢ
instance	t͡ʃʼbtʼ	ጭብጦ
grit	t͡ʃʼnt͡ʃʼ	ጭንጫ
atrocity	t͡ʃʼkn	ጭካነ
hoe	t͡ʃʼxʷr	ጭዃሮ
beef	t͡ʃʼwd	ጭዋዳ
muscle	t͡ʃʼwd	ጭዋዳ
sandy	t͡ʃʼʕj	ጭዓይ
ping	t͡ʃʼzt	ጭዝታ
twitter	t͡ʃʼdr	ጭደራ
chirp	t͡ʃʼt͡ʃʼt	ጭጭታ
squad	t͡ʃʼfr	ጭፍራ
fleet	t͡ʃʼfr	ጭፍራ
crew	t͡ʃʼfr	ጭፍራ
coterie	t͡ʃʼfr	ጭፍራ
troupe	t͡ʃʼfr	ጭፍራ
platoon	t͡ʃʼfr	ጭፍራ
horde	t͡ʃʼfr	ጭፍራ
gang	t͡ʃʼfr	ጭፍራ
crowd	t͡ʃʼfr	ጭፍራ
pontiff	pʼpʼs	ጳጳስ
prelate	pʼpʼs	ጳጳስ
weed	t͡sʼhj	ጸሃየ
soot	t͡sʼll	ጸለላ
soot	t͡sʼll	ጸለሎ
steal	t͡sʼlqʰʷ	ጸለቘ
affect	t͡sʼlw	ጸለወ
invocation	t͡sʼlj	ጸለየ
prayer	t͡sʼlt	ጸሉት
sable	t͡sʼlm	ጸሊም
night	t͡sʼlm	ጸላም
enemy	t͡sʼlʔ	ጸላኢ
factor	t͡sʼlw	ጸላዊ
influence	t͡sʼlw	ጸላዊ
hate	t͡sʼlʔ	ጸልአ
prayer	t͡sʼlt	ጸሎት
petition	t͡sʼlt	ጸሎት
rosary	t͡sʼlt	ጸሎት
secretary	t͡sʼħf	ጸሐፊ
employee	t͡sʼħf	ጸሐፊ
sun	t͡sʼħj	ጸሓይ
sol	t͡sʼħj	ጸሓይ
autograph	t͡sʼħf	ጸሓፈ
writer	t͡sʼħf	ጸሓፊ
secretary	t͡sʼħf	ጸሓፊ
scribe	t͡sʼħf	ጸሓፊ
brew	t͡sʼmqʰʷ	ጸመቘ
filter	t͡sʼmqʰʷ	ጸመቘ
press	t͡sʼmqʰʷ	ጸመቘ
screw	t͡sʼmqʰʷ	ጸመቘ
wally	t͡sʼmm	ጸማም
fleece	t͡sʼmr	ጸምሪ
fur	t͡sʼmr	ጸምሪ
wool	t͡sʼmr	ጸምሪ
extract	t͡sʼmqʰʷ	ጸሞቘ
chisel	t͡sʼrb	ጸረበ
file	t͡sʼrb	ጸረበ
brush	t͡sʼrɡ	ጸረገ
radius	t͡sʼrɡ	ጸርጊ
ray	t͡sʼrɡ	ጸርጊ
radiation	t͡sʼrɡ	ጸርጊ
indignity	t͡sʼrf	ጸርፊ
affront	t͡sʼrf	ጸርፊ
push	t͡sʼqʰtʼ	ጸቐጠ
touch	t͡sʼqʰtʼ	ጸቐጠ
press	t͡sʼqʰtʼ	ጸቐጠ
oppressor	t͡sʼqʰtʼ	ጸቓጢ
pressure	t͡sʼqʰtʼ	ጸቕጢ
stress	t͡sʼqʰtʼ	ጸቕጢ
trouble	t͡sʼbb	ጸበባ
soup	t͡sʼbħ	ጸብሒ
stew	t͡sʼbħ	ጸብሒ
mud	t͡sʼbr	ጸብሪ
wait	t͡sʼnħ	ጸንሐ
stay	t͡sʼnħ	ጸንሐ
support	t͡sʼwr	ጸወረ
sport	t͡sʼwt	ጸወታ
game	t͡sʼwt	ጸወታ
fun	t͡sʼwt	ጸወታ
performance	t͡sʼwt	ጸወታ
invocation	t͡sʼwʕ	ጸወዐ
trestle	t͡sʼwr	ጸዋሪ
supporter	t͡sʼwr	ጸዋሪ
element	t͡sʼwr	ጸዋሪ
armature	t͡sʼwr	ጸዋሪ
fun	t͡sʼwt	ጸውታ
call	t͡sʼwʕ	ጸውዐ
source	t͡sʼʕt	ጸዓት
effort	t͡sʼʕt	ጸዓት
pack	t͡sʼʕn	ጸዓነ
burden	t͡sʼʕn	ጸዓነ
load	t͡sʼʕn	ጸዓነ
freight	t͡sʼʕn	ጸዓነ
produce	t͡sʼʕd	ጸዓደ
blur	t͡sʼjqʰ	ጸየቐ
blemish	t͡sʼjqʰ	ጸየቐ
smudge	t͡sʼjqʰ	ጸየቐ
lisp	t͡sʼjf	ጸየፈ
vice	t͡sʼjq	ጸይቂ
vise	t͡sʼjq	ጸይቂ
assumption	t͡sʼdqʰ	ጸደቐ
ray	t͡sʼdl	ጸዳል
cliff	t͡sʼdf	ጸድፊ
difficulty	t͡sʼɡm	ጸገም
problem	t͡sʼɡm	ጸገም
complication	t͡sʼɡm	ጸገም
handicap	t͡sʼɡm	ጸገም
need	t͡sʼɡm	ጸገም
repair	t͡sʼɡn	ጸገነ
dole	t͡sʼɡw	ጸገወ
protection	t͡sʼɡʕ	ጸገዒ
hair	t͡sʼɡr	ጸጉሪ
left	t͡sʼɡm	ጸጋም
tutelage	t͡sʼɡʕ	ጸግዒ
brick	t͡sʼɡʕ	ጸግዒ
anchor	t͡sʼɡʕ	ጸግዒ
pigment	t͡sʼɡʷr	ጸጓር
spread	t͡sʼtʼħ	ጸጥሐ
